YEAR,DISTRICT,DISTRICT_NAME,SCHOOL_NAME,SCHOOL_ID,GRADES_SERVED,SAFE_SCHOOL,AVERAGE_DAILY_MEMBERSHIP,TOTAL,WHITE,AFRICAN_AMERICAN,HISPANIC,ASIAN,NATIVE_AMERICAN,HAWAIIAN_PACISLD,MALE,FEMALE,WHITE_PCT,AFRICAN_AMERICAN_PCT,HISPANIC_PCT,ASIAN_PCT,NATIVE_AMERICAN_PCT,HAWAIIAN_PACISLD_PCT,MALE_PCT,FEMALE_PCT,WHITE_MALE,AFRICAN_AMERICAN_MALE,HISPANIC_MALE,ASIAN_MALE,NATIVE_AMERICAN_MALE,HAWAIIAN_PACISLD_MALE,WHITE_FEMALE,AFRICAN_AMERICAN_FEMALE,HISPANIC_FEMALE,ASIAN_FEMALE,NATIVE_AMERICAN_FEMALE,HAWAIIAN_PACISLD_FEMALE,LIMITED_ENGLISH_PROFICIENT_PCT,LIMITED_ENGLISH_PROFICIENT,NUMBER_EXEMPT_FROM_READING_ASSESSMENT,STUDENTS_WITH_DISABILITIES,STUDENTS_WITH_DISABILITIES_PCT,ECONOMICALLY_DISADVANTAGED,ECONOMICALLY_DISADVANTAGED_PCT
2015,985,Achievement School District,Fairley High School,8055,Grades 9-12,SAFE SCHOOL,585,599,,591,7,,1,,300,299,,98.7,1.2,,0.2,,50.1,49.9,,295,4,,1,,,296,3,,,,0.2,1,,66,11,553,92.5
2015,190,Davidson County,Jere Baxter Middle,375,Grades 5-8,SAFE SCHOOL,357,369,61,231,69,7,1,,197,172,16.5,62.6,18.7,1.9,0.3,,53.4,46.6,29,125,39,4,,,32,106,30,3,1,,8.9,33,,79,21.4,340,92.4
2015,792,Shelby County,KIPP Memphis Collegiate Elementary,8262,Kindergarten-1,SAFE SCHOOL,343,353,4,339,6,,1,1,173,180,1.1,96,1.7,,0.3,0.3,49,51,4,164,4,,1,,,175,2,,,1,,,,26,7.4,326,92.4
2015,330,Hamilton County,Barger Academy,97,Kindergarten-5,SAFE SCHOOL,402,403,36,357,8,,,2,207,196,8.9,88.6,2,,,0.5,51.4,48.6,17,182,7,,,1,19,175,1,,,1,0.2,1,,48,11.9,372,92.3
2015,190,Davidson County,Smithson Craighead Academy,8001,Kindergarten-4,SAFE SCHOOL,260,256,2,230,22,2,,,137,119,0.8,89.8,8.6,0.8,,,53.5,46.5,2,117,16,2,,,,113,6,,,,4.3,11,,28,10.9,236,92.2
2015,890,Warren County,West Elementary,85,Kindergarten-5,SAFE SCHOOL,443,485,297,44,136,5,2,1,238,247,61.2,9.1,28,1,0.4,0.2,49.1,50.9,152,23,62,1,,,145,21,74,4,2,1,16.7,81,,78,16.1,447,92.2
2015,792,Shelby County,Delano Elementary,2145,Kindergarten-5,SAFE SCHOOL,234,242,3,237,,2,,,117,125,1.2,97.9,,0.8,,,48.3,51.7,2,114,,1,,,1,123,,1,,,,,,7,2.9,223,92.1
2015,190,Davidson County,Norman Binkley Elementary,525,PreK-3-4,SAFE SCHOOL,472,510,134,75,250,51,,,284,226,26.3,14.7,49,10,,,55.7,44.3,81,36,141,26,,,53,39,109,25,,,56.9,290,,55,10.8,469,92.1
2015,190,Davidson County,Bailey Middle,30,Grades 5-8,SAFE SCHOOL,382,394,46,322,17,9,,,207,187,11.7,81.7,4.3,2.3,,,52.5,47.5,28,168,6,5,,,18,154,11,4,,,5.3,21,,89,22.6,363,92.1
2015,730,Roane County,Midtown Educational Center,81,Grades 6-12,SAFE SCHOOL,35,76,72,3,1,,,,58,18,94.7,3.9,1.3,,,,76.3,23.7,54,3,1,,,,18,,,,,,,,,32,42.1,70,92.1
2015,330,Hamilton County,East Ridge Middle School,75,Grades 6-8,SAFE SCHOOL,713,721,348,220,136,15,,2,395,326,48.3,30.5,18.9,2.1,,0.3,54.8,45.2,188,126,70,9,,2,160,94,66,6,,,7.2,52,,85,11.8,663,92
2015,670,Overton County,Wilson Elementary,60,Pre-Kindergarten-8,SAFE SCHOOL,177,198,197,,1,,,,102,96,99.5,,0.5,,,,51.5,48.5,101,,1,,,,96,,,,,,,,,30,15.2,182,91.9
2015,792,Shelby County,Holmes Road Elementary School,2343,Pre-Kindergarten-5,SAFE SCHOOL,488,595,,587,7,1,,,300,295,,98.7,1.2,0.2,,,50.4,49.6,,296,3,1,,,,291,4,,,,1,6,,77,12.9,546,91.9
2015,330,Hamilton County,Spring Creek Elementary,235,Pre-Kindergarten-5,SAFE SCHOOL,701,752,360,198,182,11,1,,394,358,47.9,26.3,24.2,1.5,0.1,,52.4,47.6,189,108,92,5,,,171,90,90,6,1,,16.9,127,,109,14.5,691,91.9
2015,61,Cleveland,Blythe- Bower Elementary,12,Pre-Kindergarten-5,SAFE SCHOOL,550,660,423,105,117,6,2,7,354,306,64.1,15.9,17.7,0.9,0.3,1.1,53.6,46.4,233,52,62,2,1,4,190,53,55,4,1,3,8,53,,149,22.6,606,91.8
2015,330,Hamilton County,Bess T Shepherd Elementary,17,Kindergarten-5,SAFE SCHOOL,553,561,89,258,196,17,,1,268,293,15.9,46,34.9,3,,0.2,47.8,52.2,39,124,96,9,,,50,134,100,8,,1,25.8,145,,65,11.6,515,91.8
2015,792,Shelby County,City University School Girls Preparatory,8145,Grade 7,SAFE SCHOOL,57,60,,58,2,,,,,60,,96.7,3.3,,,,,100,,,,,,,,58,2,,,,1.7,1,,8,13.3,55,91.7
2015,490,Lauderdale County,Ripley Primary,50,Pre-Kindergarten-2,SAFE SCHOOL,639,778,304,436,20,6,10,2,391,387,39.1,56,2.6,0.8,1.3,0.3,50.3,49.7,157,215,13,,5,1,147,221,7,6,5,1,1.4,11,,136,17.5,712,91.6
2015,190,Davidson County,Alex Green Elementary,5,Pre-Kindergarten-4,SAFE SCHOOL,327,359,32,300,23,3,1,,195,164,8.9,83.6,6.4,0.8,0.3,,54.3,45.7,16,166,10,3,,,16,134,13,,1,,5.6,20,,46,12.8,328,91.6
2015,190,Davidson County,Murrell School,505,Kindergarten-8,SAFE SCHOOL,4,71,11,55,4,,1,,59,12,15.5,77.5,5.6,,1.4,,83.1,16.9,10,44,4,,1,,1,11,,,,,2.8,2,,71,100,65,91.5
2015,150,Cocke County,Northwest Elementary,52,Kindergarten-8,SAFE SCHOOL,339,413,344,30,36,,3,,240,173,83.3,7.3,8.7,,0.7,,58.1,41.9,202,18,19,,1,,142,12,17,,2,,1.2,5,,144,34.9,378,91.5
2015,150,Cocke County,Smoky Mountain Elementary,65,PreK-4-8,SAFE SCHOOL,157,175,169,2,3,,1,,84,91,96.6,1.1,1.7,,0.6,,48,52,83,,1,,,,86,2,2,,1,,,,,27,15.4,160,91.4
2015,310,Grundy County,Palmer Elementary,40,Pre-Kindergarten-8,SAFE SCHOOL,160,175,175,,,,,,94,81,100,,,,,,53.7,46.3,94,,,,,,81,,,,,,,,,34,19.4,160,91.4
2015,190,Davidson County,Cockrill Elementary,120,Pre-Kindergarten-4,SAFE SCHOOL,413,488,164,162,148,10,4,,254,234,33.6,33.2,30.3,2,0.8,,52,48,90,78,77,7,2,,74,84,71,3,2,,17.8,87,,70,14.3,446,91.4
2015,220,Dickson County,New Directions Academy,10,Grades 6-12,SAFE SCHOOL,42,81,70,9,2,,,,66,15,86.4,11.1,2.5,,,,81.5,18.5,58,7,1,,,,12,2,1,,,,,,,46,56.8,74,91.4
2015,822,Kingsport,Roosevelt Elementary,55,Pre-Kindergarten-5,SAFE SCHOOL,243,269,238,12,16,1,2,,135,134,88.5,4.5,5.9,0.4,0.7,,50.2,49.8,123,6,5,,1,,115,6,11,1,1,,2.2,6,,69,25.7,243,91.4
2015,190,Davidson County,Wright Middle,715,Grades 5-8,SAFE SCHOOL,803,829,175,189,409,56,,,445,384,21.1,22.8,49.3,6.8,,,53.7,46.3,99,97,216,33,,,76,92,193,23,,,28.8,239,,118,14.2,756,91.3
2015,901,Johnson City,Mountain View Elementary,37,Kindergarten-4,SAFE SCHOOL,482,485,281,144,55,4,,1,238,247,57.9,29.7,11.3,0.8,,0.2,49.1,50.9,153,63,18,3,,1,128,81,37,1,,,5.6,27,,58,12,441,91.3
2015,792,Shelby County,KIPP Memphis Middle Academy,8258,Grades 5-6,SAFE SCHOOL,292,298,4,285,9,,,,149,149,1.3,95.6,3,,,,50,50,2,142,5,,,,2,143,4,,,,1.7,5,,40,13.4,272,91.3
2015,20,Bedford County,Eakin Elementary,15,Pre-Kindergarten-5,SAFE SCHOOL,589,640,262,133,232,7,2,4,316,324,40.9,20.8,36.3,1.1,0.3,0.6,49.4,50.6,136,68,107,4,,1,126,65,125,3,2,3,21.6,138,,65,10.2,584,91.3
2015,780,Sevier County,Jones Cove Elementary,25,Pre-Kindergarten-8,SAFE SCHOOL,151,170,157,2,7,3,1,,96,74,92.4,1.2,4.1,1.8,0.6,,56.5,43.5,86,2,6,1,1,,71,,1,2,,,,,,32,18.8,155,91.2
2015,570,Madison County,Andrew Jackson Elementary Magnet School,146,Kindergarten-5,SAFE SCHOOL,544,554,43,424,75,12,,,281,273,7.8,76.5,13.5,2.2,,,50.7,49.3,23,216,38,4,,,20,208,37,8,,,9.7,54,,60,10.8,505,91.2
2015,792,Shelby County,Lucy Elementary,115,Pre-Kindergarten-5,SAFE SCHOOL,494,539,87,380,62,4,3,1,276,263,16.1,70.5,11.5,0.7,0.6,0.2,51.2,48.8,49,193,31,2,,,38,187,31,2,3,1,7.2,39,,83,15.4,490,91.1
2015,190,Davidson County,Pearl-Cohn High,555,Grades 9-12,SAFE SCHOOL,851,905,44,815,41,4,1,,484,421,4.9,90.1,4.5,0.4,0.1,,53.5,46.5,25,434,22,2,1,,19,381,19,2,,,2.3,21,,185,20.4,822,90.9
2015,792,Shelby County,Wooddale Middle,2820,Grades 6-8,SAFE SCHOOL,672,714,6,586,103,16,1,2,377,337,0.8,82.1,14.4,2.2,0.1,0.3,52.8,47.2,1,314,53,9,,,5,272,50,7,1,2,10.8,77,,122,17.1,649,90.9
2015,792,Shelby County,Sheffield High School,2660,Grades 9-12,SAFE SCHOOL,766,789,3,674,109,1,,,371,418,0.4,85.4,13.8,0.1,,,47,53,2,308,60,,,,1,366,49,1,,,10.4,82,,127,16.1,717,90.9
2015,190,Davidson County,Margaret Allen Middle,450,Grades 5-8,SAFE SCHOOL,497,504,157,174,155,18,,,272,232,31.2,34.5,30.8,3.6,,,54,46,93,96,77,6,,,64,78,78,12,,,28.8,145,,54,10.7,458,90.9
2015,792,Shelby County,Omni Prep Academy - North Point Lower School,8242,Kindergarten-3,SAFE SCHOOL,197,200,5,166,29,,,,100,100,2.5,83,14.5,,,,50,50,3,86,11,,,,2,80,18,,,,8.5,17,,18,9,181,90.5
2015,190,Davidson County,Glencliff Elementary,240,Pre-Kindergarten-4,SAFE SCHOOL,470,490,126,53,303,7,1,,238,252,25.7,10.8,61.8,1.4,0.2,,48.6,51.4,58,21,153,5,1,,68,32,150,2,,,52.9,259,,40,8.2,443,90.4
2015,190,Davidson County,Maplewood High,445,Grades 9-12,SAFE SCHOOL,947,1002,113,732,145,11,1,,512,490,11.3,73.1,14.5,1.1,0.1,,51.1,48.9,59,368,76,8,1,,54,364,69,3,,,7.8,78,,170,17,904,90.4
2015,840,Tipton County,Covington Integrated Arts Academy,14,PreK-3-8,SAFE SCHOOL,543,593,182,400,8,1,2,,299,294,30.7,67.5,1.3,0.2,0.3,,50.4,49.6,89,203,4,1,2,,93,197,4,,,,0.2,1,,132,22.3,535,90.4
2015,792,Shelby County,Carver High School,2085,Grades 9-12,SAFE SCHOOL,227,248,,248,,,,,123,125,,100,,,,,49.6,50.4,,123,,,,,,125,,,,,,,,57,23,224,90.3
2015,870,Union County,Luttrell Elementary,35,Pre-Kindergarten-5,SAFE SCHOOL,339,352,330,2,19,1,,,160,192,93.8,0.6,5.4,0.3,,,45.5,54.5,150,1,8,1,,,180,1,11,,,,0.9,3,,61,17.3,316,90.3
2015,190,Davidson County,Carter-Lawrence Elementary,670,Pre-Kindergarten-4,SAFE SCHOOL,365,390,53,310,24,3,,,200,190,13.6,79.5,6.2,0.8,,,51.3,48.7,31,153,14,2,,,22,157,10,1,,,10.3,40,,29,7.4,352,90.3
2015,190,Davidson County,Transitions at Bass,725,Grades 9-12,SAFE SCHOOL,19,41,16,22,3,,,,32,9,39,53.7,7.3,,,,78,22,13,17,2,,,,3,5,1,,,,4.9,2,,7,17.1,37,90.2
2015,720,Rhea County,Graysville Elementary School,20,Pre-Kindergarten-5,SAFE SCHOOL,206,256,220,7,25,,3,1,120,136,85.9,2.7,9.8,,1.2,0.4,46.9,53.1,102,5,11,,2,,118,2,14,,1,1,3.5,9,,55,21.5,231,90.2
2015,792,Shelby County,Cromwell Elementary,2130,Kindergarten-5,SAFE SCHOOL,514,511,5,435,57,11,,,263,248,1,85.1,11.2,2.2,,,51.5,48.5,1,229,29,4,,,4,206,28,7,,,13.1,67,,67,13.1,461,90.2
2015,792,Shelby County,Vision Preparatory Charter School,8266,Kindergarten-5,SAFE SCHOOL,0,102,,102,,,,,60,42,,100,,,,,58.8,41.2,,60,,,,,,42,,,,,,,,5,4.9,92,90.2
2015,100,Carter County,Central Elementary,5,Kindergarten-8,SAFE SCHOOL,258,284,274,4,6,,,,151,133,96.5,1.4,2.1,,,,53.2,46.8,150,,1,,,,124,4,5,,,,,,,63,22.2,256,90.1
2015,740,Robertson County,Westside Elementary,85,Grades 1-5,SAFE SCHOOL,536,555,143,184,227,1,,,283,272,25.8,33.2,40.9,0.2,,,51,49,75,93,115,,,,68,91,112,1,,,33.7,187,,90,16.2,498,90.1
2015,792,Shelby County,Shelby Oaks Elementary,2680,Pre-Kindergarten-5,SAFE SCHOOL,851,912,94,621,170,17,2,1,469,443,10.3,68.1,18.6,1.9,0.2,0.1,51.4,48.6,51,307,96,10,1,,43,314,74,7,1,1,18,164,,94,10.3,820,90
2015,330,Hamilton County,Rivermont Elementary,183,Pre-Kindergarten-5,SAFE SCHOOL,186,252,134,94,20,2,1,1,136,116,53.2,37.3,7.9,0.8,0.4,0.4,54,46,74,48,11,2,,1,60,46,9,,1,,1.2,3,,45,17.9,225,90
2015,792,Shelby County,Mitchell High School,2520,Grades 9-12,SAFE SCHOOL,531,551,1,545,5,,,,295,256,0.2,98.9,0.9,,,,53.5,46.5,,292,3,,,,1,253,2,,,,,,,94,17.1,495,90
2015,190,Davidson County,Robert E. Lilliard Elementary,420,Kindergarten-4,SAFE SCHOOL,406,400,14,374,9,3,,,210,190,3.5,93.5,2.3,0.8,,,52.5,47.5,5,198,6,1,,,9,176,3,2,,,1,4,,48,12,359,90
2015,130,Claiborne County,Tazewell-New Tazewell Elementary,117,Kindergarten-4,SAFE SCHOOL,476,476,454,14,4,,3,1,243,233,95.4,2.9,0.8,,0.6,0.2,51.1,48.9,230,8,3,,2,,224,6,1,,1,1,0.6,3,,91,19.1,425,89.9
2015,40,Bledsoe County,Mary V Wheeler Elementary,25,Pre-Kindergarten-5,SAFE SCHOOL,220,245,234,3,6,,1,1,135,110,95.5,1.2,2.4,,0.4,0.4,55.1,44.9,126,2,5,,1,1,108,1,1,,,,,,,48,19.6,220,89.8
2015,330,Hamilton County,Tommie F. Brown International Academy,33,Pre-Kindergarten-5,SAFE SCHOOL,314,358,32,317,5,3,,1,179,179,8.9,88.5,1.4,0.8,,0.3,50,50,18,155,2,3,,1,14,162,3,,,,2,7,,30,8.4,321,89.7
2015,190,Davidson County,Brick Church Middle,63,Grade 5,SAFE SCHOOL,92,96,7,83,5,1,,,60,36,7.3,86.5,5.2,1,,,62.5,37.5,4,54,2,,,,3,29,3,1,,,2.1,2,,22,22.9,86,89.6
2015,190,Davidson County,Rosebank Elementary,600,Pre-Kindergarten-4,SAFE SCHOOL,233,297,90,183,16,7,1,,155,142,30.3,61.6,5.4,2.4,0.3,,52.2,47.8,46,101,7,,1,,44,82,9,7,,,4,12,,36,12.1,266,89.6
2015,740,Robertson County,Cheatham Park Elementary,20,Grades 1-5,SAFE SCHOOL,435,450,126,136,184,1,3,,231,219,28,30.2,40.9,0.2,0.7,,51.3,48.7,63,68,97,1,2,,63,68,87,,1,,34.7,156,,89,19.8,403,89.6
2015,301,Greeneville,Highland Elementary,30,Pre-Kindergarten-5,SAFE SCHOOL,130,152,85,30,36,1,,,83,69,55.9,19.7,23.7,0.7,,,54.6,45.4,43,18,21,1,,,42,12,15,,,,13.2,20,,30,19.7,136,89.5
2015,190,Davidson County,Stratton Elementary,625,Pre-Kindergarten-4,SAFE SCHOOL,632,654,145,265,231,12,,1,331,323,22.2,40.5,35.3,1.8,,0.2,50.6,49.4,74,125,126,5,,1,71,140,105,7,,,25.1,164,,68,10.4,585,89.4
2015,792,Shelby County,Kate Bond Middle,2007,Grades 6-8,SAFE SCHOOL,1178,1213,163,701,316,25,5,1,625,588,13.4,57.8,26.1,2.1,0.4,0.1,51.5,48.5,89,352,168,13,1,,74,349,148,12,4,1,15.8,192,,176,14.5,1084,89.4
